,Model,Release_date,Max_resolution,Low_resolution,Effective_pixels,Zoom_wide,Zoom_tele,Normal_focus_range,Macro_focus_range,Storage_included,Weight,Dimensions,Price,Brand
516,Nikon Coolpix L10,2007,2560.0,2048.0,4.0,37.0,112.0,40.0,15.0,7.0,165.0,90.0,99.0,Nikon
517,Nikon Coolpix L11,2007,2816.0,2048.0,6.0,37.0,112.0,40.0,15.0,7.0,175.0,90.0,99.0,Nikon
518,Nikon Coolpix L12,2007,3072.0,2592.0,7.0,35.0,105.0,50.0,15.0,21.0,175.0,91.0,99.0,Nikon
519,Nikon Coolpix L14,2007,3072.0,2048.0,7.0,38.0,114.0,60.0,10.0,23.0,225.0,91.0,129.0,Nikon
520,Nikon Coolpix L15,2007,3264.0,2592.0,8.0,35.0,105.0,50.0,15.0,32.0,225.0,91.0,159.0,Nikon
521,Nikon Coolpix L2,2006,2816.0,2048.0,6.0,38.0,116.0,30.0,10.0,23.0,170.0,91.0,99.0,Nikon
522,Nikon Coolpix L3,2006,2592.0,2048.0,5.0,38.0,116.0,30.0,10.0,23.0,170.0,91.0,99.0,Nikon
523,Nikon Coolpix L4,2006,2272.0,1600.0,3.0,38.0,114.0,30.0,4.0,10.0,165.0,87.0,99.0,Nikon
524,Nikon Coolpix L5,2006,3072.0,2592.0,7.0,38.0,190.0,50.0,4.0,8.0,210.0,97.0,99.0,Nikon
525,Nikon Coolpix L6,2006,2816.0,2048.0,6.0,38.0,116.0,30.0,10.0,23.0,175.0,91.0,99.0,Nikon
526,Nikon Coolpix P1,2005,3264.0,2592.0,8.0,35.0,126.0,50.0,4.0,32.0,185.0,91.0,99.0,Nikon
527,Nikon Coolpix P2,2005,2592.0,2048.0,5.0,35.0,126.0,50.0,4.0,16.0,185.0,91.0,229.0,Nikon
528,Nikon Coolpix P3,2006,3264.0,2592.0,8.0,36.0,126.0,30.0,4.0,23.0,200.0,92.0,229.0,Nikon
529,Nikon Coolpix P4,2006,3264.0,2592.0,8.0,36.0,126.0,30.0,4.0,23.0,200.0,92.0,229.0,Nikon
530,Nikon Coolpix P50,2007,3264.0,3200.0,8.0,28.0,102.0,50.0,5.0,52.0,210.0,95.0,229.0,Nikon
531,Nikon Coolpix P5000,2007,3648.0,2592.0,10.0,36.0,126.0,30.0,4.0,26.0,240.0,98.0,399.0,Nikon
532,Nikon Coolpix P5100,2007,4000.0,3264.0,12.0,35.0,123.0,30.0,4.0,52.0,250.0,98.0,399.0,Nikon
533,Nikon Coolpix S1,2005,2592.0,2048.0,5.0,35.0,105.0,30.0,4.0,12.0,170.0,90.0,99.0,Nikon
534,Nikon Coolpix S10,2006,2816.0,2048.0,6.0,38.0,380.0,30.0,4.0,16.0,280.0,113.0,99.0,Nikon
535,Nikon Coolpix S2,2005,2592.0,2048.0,5.0,35.0,105.0,30.0,4.0,12.0,160.0,92.0,199.0,Nikon
536,Nikon Coolpix S200,2007,3072.0,2592.0,7.0,38.0,114.0,60.0,10.0,20.0,165.0,92.0,229.0,Nikon
537,Nikon Coolpix S3,2005,2816.0,2048.0,6.0,35.0,105.0,30.0,4.0,12.0,132.0,90.0,199.0,Nikon
538,Nikon Coolpix S4,2005,2816.0,2048.0,6.0,38.0,380.0,30.0,6.0,13.0,225.0,112.0,199.0,Nikon
539,Nikon Coolpix S5,2006,2816.0,2048.0,6.0,35.0,105.0,30.0,4.0,21.0,165.0,93.0,229.0,Nikon
540,Nikon Coolpix S50,2007,3072.0,2592.0,7.0,38.0,114.0,30.0,4.0,13.0,165.0,88.0,229.0,Nikon
541,Nikon Coolpix S500,2007,3072.0,2592.0,7.0,35.0,105.0,50.0,15.0,26.0,165.0,88.0,229.0,Nikon
542,Nikon Coolpix S50c,2007,3072.0,2592.0,7.0,38.0,114.0,30.0,4.0,13.0,165.0,88.0,329.0,Nikon
543,Nikon Coolpix S51,2007,3264.0,2592.0,7.0,38.0,114.0,30.0,4.0,13.0,175.0,93.0,279.0,Nikon
544,Nikon Coolpix S510,2007,3264.0,3200.0,8.0,35.0,105.0,50.0,15.0,52.0,125.0,88.0,399.0,Nikon
545,Nikon Coolpix S51c,2007,3264.0,2592.0,7.0,38.0,114.0,30.0,4.0,13.0,175.0,98.0,329.0,Nikon
546,Nikon Coolpix S6,2006,2816.0,2048.0,6.0,35.0,105.0,30.0,4.0,20.0,170.0,101.0,199.0,Nikon
547,Nikon Coolpix S7c,2006,3072.0,2592.0,7.0,35.0,105.0,30.0,4.0,14.0,170.0,101.0,199.0,Nikon
548,Nikon Coolpix S9,2006,2816.0,2048.0,6.0,38.0,114.0,25.0,4.0,24.0,165.0,91.0,199.0,Nikon
549,Nikon Coolpix SQ,2003,2016.0,1600.0,3.0,37.0,111.0,30.0,4.0,16.0,216.0,83.0,199.0,Nikon
550,Nikon D1,1999,2000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1200.0,157.0,1599.0,Nikon
551,Nikon D100,2002,3008.0,2240.0,6.0,0.0,0.0,0.0,0.0,0.0,780.0,144.0,1599.0,Nikon
552,Nikon D1H,2001,2000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1200.0,157.0,1599.0,Nikon
553,Nikon D1X,2001,3008.0,2000.0,5.0,0.0,0.0,0.0,0.0,0.0,1200.0,157.0,4699.0,Nikon
554,Nikon D200,2005,3872.0,2896.0,10.0,0.0,0.0,0.0,0.0,0.0,920.0,147.0,1599.0,Nikon
555,Nikon D2H,2003,2464.0,1840.0,4.0,0.0,0.0,0.0,0.0,0.0,1200.0,158.0,1599.0,Nikon
556,Nikon D2Hs,2005,2464.0,1840.0,4.0,0.0,0.0,0.0,0.0,0.0,1200.0,158.0,4699.0,Nikon
557,Nikon D2X,2004,4288.0,3216.0,12.0,0.0,0.0,0.0,0.0,0.0,1200.0,158.0,4699.0,Nikon
558,Nikon D2Xs,2006,4288.0,3216.0,12.0,0.0,0.0,0.0,0.0,0.0,1200.0,158.0,4699.0,Nikon
559,Nikon D3,2007,4256.0,3184.0,12.0,0.0,0.0,0.0,0.0,0.0,1300.0,160.0,4999.0,Nikon
560,Nikon D300,2007,4288.0,3216.0,12.0,0.0,0.0,0.0,0.0,0.0,925.0,147.0,1799.0,Nikon
561,Nikon D40,2006,3008.0,2256.0,6.0,0.0,0.0,0.0,0.0,0.0,522.0,124.0,549.0,Nikon
562,Nikon D40X,2007,3872.0,2896.0,10.0,0.0,0.0,0.0,0.0,0.0,522.0,124.0,549.0,Nikon
563,Nikon D50,2005,3008.0,2256.0,6.0,0.0,0.0,0.0,0.0,0.0,620.0,133.0,1599.0,Nikon
564,Nikon D70,2004,3008.0,2240.0,6.0,0.0,0.0,0.0,0.0,0.0,679.0,140.0,1599.0,Nikon
565,Nikon D70s,2005,3008.0,2240.0,6.0,0.0,0.0,0.0,0.0,0.0,679.0,140.0,1599.0,Nikon
566,Nikon D80,2006,3872.0,2896.0,10.0,0.0,0.0,0.0,0.0,0.0,668.0,132.0,1199.0,Nikon
567,Olympus C-1,2001,1280.0,640.0,1.0,35.0,35.0,50.0,10.0,8.0,190.0,110.0,1699.0,Olympus
568,Olympus D-370,2001,1280.0,1024.0,1.0,35.0,35.0,60.0,25.0,1.0,190.0,123.0,1699.0,Olympus
569,Olympus D-380,2002,1600.0,1024.0,1.0,35.0,35.0,60.0,25.0,8.0,250.0,123.0,1699.0,Olympus
570,Olympus D-150Z,2001,1280.0,640.0,1.0,38.0,114.0,50.0,20.0,8.0,190.0,110.0,1699.0,Olympus
571,Olympus C-2,2001,1600.0,1024.0,1.0,36.0,36.0,50.0,10.0,16.0,220.0,110.0,1699.0,Olympus
572,Olympus C-2000 Zoom,1999,1600.0,1024.0,1.0,35.0,105.0,80.0,20.0,8.0,380.0,108.0,129.0,Olympus
573,Olympus D-510 Zoom,2001,1600.0,1024.0,1.0,35.0,105.0,80.0,20.0,8.0,250.0,118.0,129.0,Olympus
574,Olympus C-2020 Zoom,1999,1600.0,1024.0,1.0,35.0,105.0,80.0,20.0,8.0,380.0,108.0,129.0,Olympus
575,Olympus C-2040 Zoom,2000,1600.0,1024.0,1.0,40.0,120.0,80.0,20.0,8.0,380.0,108.0,129.0,Olympus
576,Olympus C-21,1999,1600.0,1024.0,1.0,38.0,38.0,60.0,15.0,8.0,190.0,107.0,1699.0,Olympus
577,Olympus C-2100 UZ,2000,1600.0,1280.0,1.0,38.0,380.0,60.0,10.0,8.0,540.0,113.0,129.0,Olympus
578,Olympus C-2500 L,1999,1712.0,1280.0,2.0,36.0,110.0,80.0,2.0,32.0,530.0,109.0,129.0,Olympus
579,Olympus C-3000 Zoom,2000,2048.0,1600.0,3.0,32.0,96.0,80.0,20.0,8.0,380.0,109.0,1699.0,Olympus
580,Olympus C-300 Zoom,2002,1984.0,1600.0,3.0,36.0,100.0,80.0,20.0,16.0,300.0,118.0,1699.0,Olympus
581,Olympus C-3020 Zoom,2001,2048.0,1600.0,3.0,32.0,96.0,80.0,20.0,8.0,380.0,109.0,1699.0,Olympus
582,Olympus C-3030 Zoom,2000,2048.0,1600.0,3.0,32.0,96.0,80.0,20.0,16.0,380.0,109.0,1699.0,Olympus
583,Olympus C-3040 Zoom,2000,2048.0,1600.0,3.0,35.0,105.0,80.0,20.0,16.0,420.0,109.0,1699.0,Olympus
584,Olympus C-4000 Zoom,2002,2288.0,2048.0,3.0,32.0,96.0,80.0,2.0,16.0,400.0,110.0,129.0,Olympus
585,Olympus C-4040 Zoom,2001,2272.0,2048.0,3.0,35.0,105.0,80.0,20.0,16.0,420.0,110.0,129.0,Olympus
586,Olympus D-40 Zoom,2001,2272.0,2048.0,3.0,35.0,98.0,80.0,10.0,16.0,270.0,87.0,1699.0,Olympus
587,Olympus C-5000 Zoom,2003,2560.0,2272.0,4.0,38.0,114.0,50.0,4.0,32.0,280.0,105.0,449.0,Olympus
588,Olympus C-5050 Zoom,2002,2560.0,2288.0,4.0,35.0,105.0,80.0,20.0,32.0,480.0,114.0,449.0,Olympus
589,Olympus C-5060 Zoom,2003,2592.0,2288.0,5.0,27.0,110.0,80.0,3.0,32.0,480.0,116.0,449.0,Olympus
590,Olympus C-50 Zoom,2002,2560.0,2048.0,4.0,38.0,114.0,50.0,20.0,32.0,230.0,100.0,449.0,Olympus
591,Olympus C-5500 Sport Zoom,2005,2592.0,2288.0,5.0,38.0,190.0,60.0,8.0,16.0,340.0,110.0,129.0,Olympus
592,Olympus C-60 Zoom,2004,2816.0,2560.0,5.0,38.0,114.0,40.0,4.0,32.0,230.0,99.0,449.0,Olympus
593,Olympus C-7000 Zoom,2004,3072.0,2592.0,7.0,38.0,190.0,60.0,2.0,32.0,280.0,102.0,129.0,Olympus
594,Olympus C-700 UZ,2001,1600.0,1280.0,1.0,38.0,380.0,60.0,10.0,8.0,340.0,108.0,449.0,Olympus
595,Olympus C-7070 Wide Zoom,2005,3072.0,2592.0,7.0,27.0,110.0,80.0,3.0,32.0,480.0,116.0,129.0,Olympus
596,Olympus C-720 UZ,2002,1984.0,1600.0,3.0,40.0,320.0,60.0,10.0,16.0,340.0,108.0,449.0,Olympus
597,Olympus C-730 UZ,2002,2048.0,1600.0,3.0,38.0,380.0,60.0,10.0,16.0,400.0,108.0,449.0,Olympus
598,Olympus C-740 UZ,2003,2048.0,1600.0,3.0,38.0,380.0,60.0,3.0,16.0,340.0,108.0,449.0,Olympus
599,Olympus C-750 UZ,2003,2288.0,2048.0,3.0,38.0,380.0,60.0,3.0,16.0,340.0,108.0,449.0,Olympus
600,Olympus C-765 UZ,2004,2288.0,2048.0,3.0,38.0,380.0,60.0,7.0,16.0,310.0,105.0,449.0,Olympus
601,Olympus C-770 UZ,2004,2288.0,2048.0,3.0,38.0,380.0,60.0,7.0,32.0,310.0,105.0,449.0,Olympus
602,Olympus C-8080 Wide Zoom,2004,3264.0,2592.0,8.0,28.0,140.0,80.0,5.0,32.0,724.0,124.0,179.0,Olympus
603,Olympus D-200L,1996,640.0,320.0,0.0,36.0,36.0,75.0,20.0,2.0,320.0,145.0,129.0,Olympus
604,Olympus D-300L,1996,1024.0,512.0,0.0,36.0,36.0,50.0,20.0,6.0,320.0,145.0,1699.0,Olympus
605,Olympus D-340L,1998,1280.0,640.0,1.0,36.0,36.0,70.0,10.0,4.0,320.0,128.0,1699.0,Olympus
606,Olympus D-340R,1999,1280.0,640.0,1.0,36.0,36.0,70.0,10.0,8.0,320.0,128.0,1699.0,Olympus
607,Olympus D-360L,2000,1280.0,640.0,1.0,36.0,36.0,50.0,10.0,8.0,280.0,128.0,1699.0,Olympus
608,Olympus D-390,2003,1600.0,1024.0,1.0,35.0,35.0,50.0,20.0,16.0,230.0,108.0,1699.0,Olympus
609,Olympus D-395,2004,2048.0,1024.0,3.0,33.0,33.0,50.0,20.0,16.0,210.0,110.0,1699.0,Olympus
610,Olympus D-400 Zoom,1998,1280.0,640.0,1.0,35.0,105.0,80.0,20.0,8.0,320.0,127.0,129.0,Olympus
611,Olympus D-425,2005,2288.0,1600.0,3.0,37.0,37.0,50.0,20.0,14.0,170.0,101.0,1699.0,Olympus
612,Olympus D-435,2005,2592.0,1600.0,5.0,36.0,35.0,50.0,20.0,0.0,140.0,101.0,1699.0,Olympus
613,Olympus D-450 Zoom,1999,1280.0,640.0,1.0,35.0,105.0,80.0,20.0,8.0,320.0,127.0,129.0,Olympus
614,Olympus D-460 Zoom,2000,1280.0,640.0,1.0,35.0,105.0,80.0,20.0,8.0,320.0,127.0,449.0,Olympus
615,Olympus D-490 Zoom,2000,1600.0,640.0,1.0,35.0,105.0,80.0,20.0,8.0,320.0,127.0,129.0,Olympus
616,Olympus D-500L,1997,1024.0,640.0,0.0,50.0,150.0,60.0,30.0,2.0,490.0,115.0,449.0,Olympus
617,Olympus D-520 Zoom,2002,1600.0,1024.0,1.0,35.0,105.0,50.0,20.0,8.0,220.0,112.0,449.0,Olympus
618,Olympus D-535 Zoom,2004,2048.0,1600.0,3.0,38.0,114.0,50.0,2.0,12.0,190.0,88.0,449.0,Olympus
619,Olympus D-540 Zoom,2004,2048.0,1600.0,3.0,38.0,114.0,50.0,2.0,16.0,200.0,100.0,449.0,Olympus
620,Olympus D-545 Zoom,2005,2288.0,1600.0,3.0,38.0,114.0,50.0,2.0,14.0,190.0,106.0,449.0,Olympus
621,Olympus D-560 Zoom,2003,2048.0,1024.0,3.0,35.0,105.0,50.0,20.0,16.0,220.0,108.0,449.0,Olympus
622,Olympus D-580 Zoom,2004,2288.0,1600.0,3.0,35.0,105.0,50.0,7.0,16.0,210.0,108.0,179.0,Olympus
623,Olympus D-595 Zoom,2005,2560.0,1600.0,4.0,38.0,114.0,50.0,2.0,14.0,190.0,105.0,449.0,Olympus
624,Olympus D-600L,1997,1280.0,640.0,1.0,36.0,110.0,60.0,30.0,4.0,0.0,115.0,1699.0,Olympus
625,Olympus D-620L,1998,1280.0,640.0,1.0,36.0,110.0,60.0,30.0,8.0,520.0,115.0,1699.0,Olympus
626,Olympus D-630 Zoom,2005,2560.0,1600.0,4.0,35.0,105.0,60.0,10.0,14.0,175.0,94.0,129.0,Olympus
627,Olympus E-1,2003,2560.0,1600.0,4.0,0.0,0.0,0.0,0.0,0.0,735.0,141.0,1699.0,Olympus
628,Olympus E-10,2000,2240.0,1600.0,3.0,35.0,140.0,60.0,20.0,0.0,1190.0,129.0,1699.0,Olympus
629,Olympus E-100 RS,2000,1368.0,1280.0,1.0,38.0,380.0,60.0,10.0,16.0,603.0,108.0,129.0,Olympus
630,Olympus E-20,2001,2560.0,1792.0,4.0,35.0,140.0,60.0,20.0,16.0,1190.0,129.0,1699.0,Olympus
631,Olympus E-3,2007,3648.0,3200.0,10.0,0.0,0.0,0.0,0.0,0.0,800.0,142.0,1699.0,Olympus
632,Olympus E-300,2004,3264.0,3200.0,8.0,0.0,0.0,0.0,0.0,0.0,624.0,147.0,1699.0,Olympus
633,Olympus E-330,2006,3136.0,2560.0,7.0,0.0,0.0,0.0,0.0,0.0,616.0,140.0,1699.0,Olympus
634,Olympus E-400,2006,3648.0,3200.0,10.0,0.0,0.0,0.0,0.0,0.0,435.0,130.0,1699.0,Olympus
635,Olympus E-410,2007,3648.0,3200.0,10.0,0.0,0.0,0.0,0.0,0.0,435.0,130.0,1699.0,Olympus
636,Olympus E-500,2005,3264.0,3200.0,8.0,0.0,0.0,0.0,0.0,0.0,479.0,130.0,1699.0,Olympus
637,Olympus E-510,2007,3648.0,3200.0,10.0,0.0,0.0,0.0,0.0,0.0,490.0,136.0,1699.0,Olympus
638,Olympus FE-100,2005,2272.0,1600.0,4.0,35.0,106.0,50.0,5.0,28.0,160.0,88.0,129.0,Olympus
639,Olympus FE-110,2005,2560.0,1600.0,5.0,35.0,106.0,50.0,5.0,28.0,160.0,88.0,129.0,Olympus
640,Olympus FE-115,2006,2560.0,1600.0,5.0,38.0,106.0,50.0,2.0,28.0,160.0,88.0,129.0,Olympus
641,Olympus FE-120,2005,2816.0,1600.0,6.0,38.0,114.0,50.0,5.0,14.0,160.0,106.0,129.0,Olympus
642,Olympus FE-130,2006,2592.0,2048.0,5.0,38.0,114.0,10.0,5.0,22.0,160.0,96.0,129.0,Olympus
643,Olympus FE-140,2006,2816.0,2048.0,6.0,38.0,114.0,10.0,5.0,22.0,160.0,96.0,129.0,Olympus
644,Olympus FE-150,2006,2560.0,2048.0,5.0,32.0,96.0,50.0,6.0,9.0,175.0,90.0,129.0,Olympus
645,Olympus FE-170,2006,2816.0,2048.0,6.0,38.0,114.0,0.0,0.0,10.0,175.0,90.0,129.0,Olympus
646,Olympus FE-180,2006,2816.0,2048.0,6.0,38.0,114.0,0.0,0.0,10.0,170.0,88.0,179.0,Olympus
647,Olympus FE-190,2006,2816.0,2048.0,6.0,38.0,114.0,0.0,0.0,22.0,150.0,91.0,129.0,Olympus
648,Olympus FE-200,2006,2816.0,2048.0,6.0,28.0,140.0,0.0,0.0,24.0,195.0,98.0,129.0,Olympus
649,Olympus FE-210,2007,3072.0,2048.0,7.0,38.0,114.0,60.0,10.0,9.0,175.0,90.0,129.0,Olympus
650,Olympus FE-230,2007,3072.0,2048.0,7.0,38.0,114.0,60.0,10.0,20.0,145.0,91.0,129.0,Olympus
651,Olympus FE-240,2007,3072.0,2048.0,7.0,38.0,190.0,70.0,10.0,20.0,145.0,91.0,129.0,Olympus
652,Olympus FE-250,2007,3264.0,2048.0,8.0,38.0,105.0,60.0,10.0,20.0,155.0,94.0,129.0,Olympus
653,Olympus FE-270,2007,3072.0,2048.0,7.0,38.0,114.0,60.0,5.0,6.0,122.0,90.0,129.0,Olympus
654,Olympus FE-280,2007,3264.0,2048.0,8.0,36.0,108.0,60.0,5.0,48.0,108.0,92.0,179.0,Olympus
655,Olympus FE-290,2007,3072.0,2048.0,7.0,28.0,112.0,40.0,5.0,6.0,142.0,98.0,129.0,Olympus
656,Olympus FE-300,2007,4000.0,2048.0,12.0,35.0,105.0,60.0,10.0,48.0,115.0,94.0,129.0,Olympus
657,Olympus IR-300,2005,2560.0,2048.0,4.0,38.0,114.0,50.0,5.0,15.0,160.0,99.0,129.0,Olympus
658,Olympus Stylus 300 ,2003,2048.0,1600.0,3.0,35.0,105.0,50.0,20.0,16.0,220.0,99.0,229.0,Olympus
659,Olympus Stylus 400 ,2003,2272.0,2048.0,3.0,35.0,105.0,50.0,20.0,16.0,220.0,99.0,229.0,Olympus
660,Olympus SP-310,2005,3072.0,2592.0,7.0,38.0,114.0,20.0,5.0,32.0,230.0,100.0,449.0,Olympus
661,Olympus SP-320,2006,3072.0,2592.0,7.0,38.0,114.0,20.0,2.0,25.0,230.0,100.0,449.0,Olympus
662,Olympus SP-350,2005,3264.0,2592.0,8.0,38.0,114.0,20.0,5.0,32.0,245.0,100.0,449.0,Olympus
663,Olympus SP-500 UZ,2005,2816.0,2592.0,6.0,38.0,380.0,60.0,3.0,10.0,385.0,106.0,449.0,Olympus
664,Olympus SP-510 UZ,2006,3072.0,2560.0,7.0,38.0,380.0,60.0,3.0,0.0,410.0,106.0,449.0,Olympus
665,Olympus SP-550 UZ,2007,3072.0,2560.0,7.0,28.0,504.0,10.0,1.0,20.0,460.0,116.0,449.0,Olympus
666,Olympus SP-560 UZ,2007,3264.0,2560.0,8.0,27.0,486.0,10.0,1.0,47.0,365.0,116.0,449.0,Olympus
667,Olympus SP-700,2005,2816.0,2288.0,6.0,38.0,114.0,30.0,10.0,11.0,180.0,98.0,449.0,Olympus
668,Olympus Stylus 1000,2006,3648.0,2560.0,10.0,35.0,105.0,60.0,10.0,0.0,195.0,97.0,229.0,Olympus
669,Olympus Stylus 1200,2007,4000.0,3264.0,12.0,35.0,105.0,60.0,10.0,47.0,125.0,98.0,249.0,Olympus
670,Olympus Stylus 410 ,2004,2272.0,2048.0,3.0,35.0,105.0,50.0,20.0,16.0,200.0,99.0,229.0,Olympus
671,Olympus Stylus 500 ,2004,2560.0,2048.0,4.0,35.0,105.0,50.0,7.0,32.0,200.0,99.0,229.0,Olympus
672,Olympus Stylus 600 ,2005,2816.0,2560.0,6.0,35.0,105.0,50.0,7.0,8.0,195.0,97.0,229.0,Olympus
673,Olympus Stylus 700 ,2006,3072.0,2560.0,7.0,37.0,111.0,60.0,8.0,19.0,140.0,95.0,229.0,Olympus
674,Olympus Stylus 720 SW ,2006,3072.0,2560.0,7.0,37.0,111.0,60.0,8.0,19.0,190.0,95.0,299.0,Olympus
675,Olympus Stylus 725 SW,2006,3072.0,2560.0,7.0,38.0,114.0,60.0,2.0,19.0,190.0,91.0,299.0,Olympus
676,Olympus Stylus 730,2006,3072.0,2560.0,7.0,38.0,114.0,50.0,7.0,22.0,190.0,96.0,229.0,Olympus
677,Olympus Stylus 740,2006,3072.0,2560.0,7.0,36.0,180.0,70.0,3.0,17.0,160.0,96.0,229.0,Olympus
678,Olympus Stylus 750,2006,3072.0,2560.0,7.0,36.0,180.0,70.0,3.0,17.0,170.0,96.0,229.0,Olympus
679,Olympus Stylus 760,2007,3072.0,2560.0,7.0,37.0,111.0,60.0,8.0,18.0,160.0,99.0,229.0,Olympus
680,Olympus Stylus 770 SW,2007,3072.0,2560.0,7.0,38.0,114.0,50.0,7.0,18.0,195.0,92.0,299.0,Olympus
681,Olympus Stylus 780,2007,3072.0,2560.0,7.0,36.0,180.0,70.0,3.0,18.0,195.0,100.0,299.0,Olympus
682,Olympus Stylus 790 SW,2007,3072.0,2560.0,7.0,38.0,114.0,50.0,7.0,14.0,155.0,92.0,299.0,Olympus
683,Olympus Stylus 800 ,2005,3264.0,2560.0,8.0,38.0,114.0,50.0,3.0,19.0,200.0,103.0,249.0,Olympus
684,Olympus Stylus 810 ,2006,3264.0,2560.0,8.0,35.0,105.0,60.0,10.0,28.0,185.0,97.0,249.0,Olympus
685,Olympus Stylus 820,2007,3264.0,2560.0,8.0,36.0,180.0,70.0,3.0,47.0,125.0,96.0,249.0,Olympus
686,Olympus Stylus 830,2007,3248.0,2560.0,8.0,36.0,180.0,70.0,3.0,14.0,125.0,100.0,249.0,Olympus
687,Olympus Stylus Verve ,2004,2272.0,2048.0,3.0,35.0,70.0,50.0,8.0,16.0,165.0,95.0,229.0,Olympus
688,Olympus Stylus Verve  S,2005,2560.0,2048.0,4.0,35.0,70.0,50.0,8.0,16.0,165.0,95.0,299.0,Olympus
